tag,release_date,frontier_score,best_model,best_family,best_model_release_date,is_new_frontier
Search-Load,2024-09-12,0.004646272989429351,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Coding,2024-09-12,0.0036918790138206732,o1-mini-2024-09-12_medium,GPT,2024-09-12,True
Science,2024-09-12,0.004641259884623462,gpt-4o-2024-08-06,GPT,2024-08-06,False
Quantitative-Formal,2024-09-17,0.004686658212573551,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Logical-Control,2024-09-17,0.004678952433254642,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Abstraction-Learning,2024-09-17,0.004645137754839156,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Search-Load,2024-09-17,0.004646272989429351,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Coding,2024-09-17,0.0036918790138206732,o1-mini-2024-09-12_medium,GPT,2024-09-12,False
Science,2024-09-17,0.004641259884623462,gpt-4o-2024-08-06,GPT,2024-08-06,False
Quantitative-Formal,2024-09-19,0.004686658212573551,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Logical-Control,2024-09-19,0.004678952433254642,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Abstraction-Learning,2024-09-19,0.004645137754839156,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Search-Load,2024-09-19,0.004646272989429351,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Coding,2024-09-19,0.0036918790138206732,o1-mini-2024-09-12_medium,GPT,2024-09-12,False
Science,2024-09-19,0.004641259884623462,gpt-4o-2024-08-06,GPT,2024-08-06,False
Quantitative-Formal,2024-09-24,0.004686658212573551,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Logical-Control,2024-09-24,0.004678952433254642,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Abstraction-Learning,2024-09-24,0.004645137754839156,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Search-Load,2024-09-24,0.004646272989429351,Kimi-K2-Instruct-0905,Kimi,2024-09-05,False
Coding,2024-09-24,0.0036918790138206732,o1-mini-2024-09-12_medium,GPT,2024-09-12,False
Science,2024-09-24,0.004641259884623462,gpt-4o-2024-08-06,GPT,2024-08-06,False
Quantitative-Formal,2024-10-03,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,True
Logical-Control,2024-10-03,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,True
Abstraction-Learning,2024-10-03,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,True
Search-Load,2024-10-03,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,True
Coding,2024-10-03,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,True
Science,2024-10-03,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,True
Quantitative-Formal,2024-10-16,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-10-16,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-10-16,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-10-16,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-10-16,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-10-16,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2024-10-22,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-10-22,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-10-22,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-10-22,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-10-22,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-10-22,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2024-11-20,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-11-20,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-11-20,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-11-20,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-11-20,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-11-20,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2024-11-21,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-11-21,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-11-21,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-11-21,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-11-21,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-11-21,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2024-11-28,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-11-28,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-11-28,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-11-28,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-11-28,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-11-28,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2024-12-03,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-12-03,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-12-03,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-12-03,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-12-03,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-12-03,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2024-12-06,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-12-06,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-12-06,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-12-06,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-12-06,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-12-06,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2024-12-12,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-12-12,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-12-12,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-12-12,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-12-12,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-12-12,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2024-12-17,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-12-17,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-12-17,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-12-17,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-12-17,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-12-17,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2024-12-26,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2024-12-26,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2024-12-26,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2024-12-26,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2024-12-26,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2024-12-26,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-01-20,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-01-20,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-01-20,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-01-20,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-01-20,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-01-20,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-01-31,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-01-31,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-01-31,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-01-31,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-01-31,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-01-31,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-02-05,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-02-05,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-02-05,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-02-05,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-02-05,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-02-05,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-02-24,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-02-24,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-02-24,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-02-24,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-02-24,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-02-24,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-02-25,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-02-25,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-02-25,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-02-25,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-02-25,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-02-25,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-02-26,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-02-26,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-02-26,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-02-26,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-02-26,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-02-26,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-02-27,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-02-27,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-02-27,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-02-27,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-02-27,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-02-27,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-03-05,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-03-05,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-03-05,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-03-05,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-03-05,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-03-05,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-03-12,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-03-12,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-03-12,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-03-12,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-03-12,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-03-12,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-03-17,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-03-17,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-03-17,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-03-17,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-03-17,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-03-17,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-03-24,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-03-24,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-03-24,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-03-24,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-03-24,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-03-24,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-03-25,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-03-25,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-03-25,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-03-25,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-03-25,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-03-25,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-03-31,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-03-31,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-03-31,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-03-31,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-03-31,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-03-31,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-04-05,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-04-05,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-04-05,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-04-05,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-04-05,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-04-05,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-04-09,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-04-09,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-04-09,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-04-09,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-04-09,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-04-09,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-04-14,0.0064186179194586435,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Logical-Control,2025-04-14,0.006347026372548169,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Abstraction-Learning,2025-04-14,0.006370834504363338,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Search-Load,2025-04-14,0.006339716762476577,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Coding,2025-04-14,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-04-14,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-04-16,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,True
Logical-Control,2025-04-16,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,True
Abstraction-Learning,2025-04-16,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,True
Search-Load,2025-04-16,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,True
Coding,2025-04-16,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-04-16,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-04-29,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-04-29,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-04-29,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-04-29,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-04-29,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-04-29,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-05-06,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-05-06,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-05-06,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-05-06,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-05-06,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-05-06,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-05-15,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-05-15,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-05-15,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-05-15,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-05-15,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-05-15,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-05-20,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-05-20,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-05-20,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-05-20,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-05-20,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-05-20,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-05-22,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-05-22,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-05-22,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-05-22,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-05-22,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-05-22,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-05-28,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-05-28,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-05-28,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-05-28,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-05-28,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-05-28,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-06-03,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-06-03,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-06-03,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-06-03,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-06-03,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-06-03,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-06-05,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-06-05,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-06-05,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-06-05,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-06-05,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-06-05,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-06-10,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-06-10,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-06-10,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-06-10,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-06-10,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-06-10,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-06-13,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-06-13,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-06-13,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-06-13,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-06-13,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-06-13,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-06-17,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-06-17,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-06-17,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-06-17,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-06-17,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-06-17,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-06-20,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-06-20,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-06-20,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-06-20,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-06-20,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-06-20,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-07-09,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-07-09,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
Abstraction-Learning,2025-07-09,0.007467290959604699,o3-2025-04-16_medium,GPT,2025-04-16,False
Search-Load,2025-07-09,0.00727512557492564,o3-2025-04-16_medium,GPT,2025-04-16,False
Coding,2025-07-09,0.006375302347285905,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Science,2025-07-09,0.006877735972314549,gemini-1.5-flash-8b-001,Gemini,2024-10-03,False
Quantitative-Formal,2025-07-12,0.007333077299064593,o3-2025-04-16_medium,GPT,2025-04-16,False
Logical-Control,2025-07-12,0.007571425423491427,o3-2025-04-16_medium,GPT,2025-04-16,False
