scope,family,tag,sample_count,first_year,last_year,start_year_mean,end_year_mean,delta,slope_per_year,intercept,correlation,mean_score,min_score,max_score
family,Claude,Coding,19,2024,2026,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
family,Claude,Multilingual_v1.1,19,2024,2026,0.0018580144776191073,0.007154312309168892,0.005296297831549785,0.0025171839694306023,-5.0947233398851655,0.5232938759447826,0.003529319089811854,0.0015083867523157262,0.0175263017703754
family,Claude,Game-Environment,19,2024,2026,0.0016372095110070018,0.00795703369816599,0.006319824187158989,0.0029307444293705646,-5.932528486427725,0.4977842627984936,0.0033410254039655633,0.001116907478374408,0.020420003359018626
family,Claude,Visual,19,2024,2026,0.0011612048717235257,0.001212978428220421,5.177355649689519e-05,3.244804905632351e-05,-0.06456675381931715,0.17330850344205265,0.001152857615111504,0.0008544655316955573,0.0013598127085769206
family,DeepSeek,Format-Familiarity,12,2024,2025,0.004117683398796696,0.003829663230261981,-0.00028802016853471477,0.0008162818427783807,-1.6492278700794112,0.505503406968575,0.003877666591684433,0.0031858035652529214,0.004994478771656575
family,DeepSeek,Search-Load,12,2024,2025,0.004194005501619521,0.004290542401594893,9.653689997537237e-05,0.0010073878693556,-2.0358523478185875,0.5743692352304791,0.004274452918265665,0.0034366563619034614,0.005445481169272062
family,DeepSeek,Logical-Control,12,2024,2025,0.004228082753136554,0.004309057277942081,8.097452480552644e-05,0.000988249711595189,-1.997073309172931,0.5642872680931769,0.004295561523807826,0.003452264405448867,0.005466399084961313
family,DeepSeek,Verbal-Language,12,2024,2025,0.004228082753136554,0.004309057277942081,8.097452480552644e-05,0.000988249711595189,-1.997073309172931,0.5642872680931769,0.004295561523807826,0.003452264405448867,0.005466399084961313
family,DeepSeek,Quantitative-Formal,12,2024,2025,0.004247582788501732,0.004361491502351177,0.0001139087138494442,0.0010428320870902452,-2.1075646883759513,0.5788490387508387,0.004342506716709602,0.0034856719633825977,0.005545545297001565
family,DeepSeek,Math,12,2024,2025,0.004001623530156897,0.003470767004554112,-0.0005308565256027849,-0.0006008775850467541,1.2204355848730775,-0.604584699892641,0.003559243092154576,0.0030111642881613288,0.004169907274281796
family,DeepSeek,Abstraction-Learning,12,2024,2025,0.004212149041567176,0.004035534272226191,-0.0001766147693409853,-0.0003510671887414211,0.7150340043367713,-0.32339695546908176,0.004064970067116355,0.003358573764383025,0.00442504208995709
family,DeepSeek,Social-Mind,12,2024,2025,0.0020374282780354375,0.0017169818941191858,-0.0003204463839162517,-0.00018720141405512172,0.380884168505186,-0.3735805528859404,0.0017703896247718944,0.0016203162249618685,0.0021321006313736513
family,DeepSeek,Commonsense,12,2024,2025,0.0025360477045177016,0.002119626941831473,-0.00041642076268622865,-0.0001732207450232008,0.3529896456523841,-0.25657910853993765,0.0021890304022791776,0.0019622910525822633,0.0026232386248509335
family,DeepSeek,Instruction-Constrained,12,2024,2025,0.004177395488336469,0.00398459298795904,-0.00019280250037742933,0.0010254945036412574,-2.0727789986513985,0.5572911209023791,0.004016726738021945,0.0032489659708661114,0.005361473035668415
family,DeepSeek,Social-Humanities,12,2024,2025,0.0019199439402014444,0.0020396955337665546,0.00011975159356511023,0.0019078411241451446,-3.861673610302108,0.7985348353603846,0.002019736934839036,0.0015314103544923617,0.0039279050865385886
family,DeepSeek,Science,12,2024,2025,0.004138259539016413,0.004004051373196181,-0.00013420816582023192,0.0011712453311847279,-2.3679388018166603,0.5968353181602475,0.004026419400832887,0.0032207644790030695,0.005439773760111038
family,DeepSeek,Safety,12,2024,2025,0.002090124439813341,0.0018598556669325258,-0.0002302687728808154,-0.0004553425833785596,0.9240421627886416,-0.7637074712566635,0.001898233795745995,0.0015927432426472807,0.0021785077198596473
family,DeepSeek,Coding,12,2024,2025,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
family,DeepSeek,Multilingual_v1.1,12,2024,2025,0.0017987585449895358,0.0019552608090417506,0.00015650226405221476,0.0020998829709636922,-4.250680624739269,0.8106961123059047,0.0019291770983663815,0.0014229112313655676,0.004004193585403906
family,DeepSeek,Game-Environment,12,2024,2025,0.0013922203733116017,0.0012449650099618794,-0.00014725536334972227,-0.00036595968181052027,0.7423982997291522,-0.6136971638186797,0.0012695075705201665,0.0009317382595825642,0.0016459664039749837
family,DeepSeek,Visual,12,2024,2025,0.0012532848361664671,0.0010258122110692592,-0.00022747262509720798,-0.00020611147465210316,0.4184734988106797,-0.5399734470422678,0.0010637243152521272,0.0008990758051971412,0.001329134030391305
family,GPT,Format-Familiarity,37,2023,2026,0.004552336875246261,0.006974653742601022,0.0024223168673547617,0.000438564882899807,-0.8835193056604418,0.31869721323204664,0.0046044241047117065,0.0035186881094640427,0.00909965335452369
family,GPT,Search-Load,37,2023,2026,0.004576841211397753,0.009941639974155514,0.00536479876275776,0.0019877895224565973,-4.019316075541818,0.6293378282144378,0.006092965417726013,0.0039392624099301695,0.012631951380854836
family,GPT,Logical-Control,37,2023,2026,0.004610575986221202,0.009939602490394064,0.005329026504172862,0.0019814085472940387,-4.006371798633651,0.6285843576174265,0.0061153334319580446,0.0039403068778199645,0.012578786445509254
family,GPT,Verbal-Language,37,2023,2026,0.004610575986221202,0.009939602490394064,0.005329026504172862,0.0019814085472940387,-4.006371798633651,0.6285843576174265,0.0061153334319580446,0.0039403068778199645,0.012578786445509254
family,GPT,Quantitative-Formal,37,2023,2026,0.004639731897603928,0.010161011141620846,0.005521279244016918,0.002044255924392382,-4.133553905966079,0.6294102427785967,0.006203441136992018,0.004005492782891488,0.012949102151177633
family,GPT,Math,37,2023,2026,0.004469081297211354,0.0068859026133418185,0.0024168213161304642,0.00038172327137043783,-0.7685516100795347,0.27488209085189824,0.004463988584163831,0.003459823764257192,0.00918103568376849
family,GPT,Abstraction-Learning,37,2023,2026,0.004612545154850297,0.009844992262520943,0.005232447107670646,0.001924543001091488,-3.891270250142364,0.6240025059496309,0.006060281479976541,0.0038075766589022045,0.012264634851891934
family,GPT,Social-Mind,37,2023,2026,0.00253482142702215,0.004942896532179039,0.0024080751051568892,0.0004907255548055122,-0.9913669694917988,0.35530267472755167,0.0023856701250690397,0.001445154889439123,0.007020225901064715
family,GPT,Commonsense,37,2023,2026,0.00300186197474416,0.004948871650699967,0.0019470096759558065,0.0004469348339072815,-0.9022276059262867,0.358028876261969,0.0028458441574636317,0.001912742231648584,0.006687230768449114
family,GPT,Instruction-Constrained,37,2023,2026,0.0046821490477100035,0.007586733734179606,0.0029045846864696025,0.0004986122485899372,-1.0049558207609772,0.31477272892402874,0.004767910414854806,0.0035856413483710808,0.01018942426750069
family,GPT,Social-Humanities,37,2023,2026,0.002373970431896964,0.004955788550516362,0.0025818181186193978,0.0006247193346328564,-1.2627215320214609,0.4446892990778127,0.002377629274797379,0.001347004125324397,0.006861288247443977
family,GPT,Science,37,2023,2026,0.004601229290916742,0.0078041713615988025,0.0032029420706820603,0.0005200814525771392,-1.0484550108318265,0.301239584123177,0.004745319277620794,0.0034093192885978458,0.010634663871760597
family,GPT,Safety,37,2023,2026,0.002833342115988931,0.006211398444592355,0.003378056328603424,0.0006895918564695329,-1.393751972414468,0.38159524206904616,0.0027184598141752623,0.0015866485557564087,0.008963426566080127
family,GPT,Coding,37,2023,2026,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
family,GPT,Multilingual_v1.1,37,2023,2026,0.0023758892064023912,0.004882189848045672,0.002506300641643281,0.0005773891036415569,-1.1669421221001819,0.40503549363272384,0.0023101008805833227,0.00142482387123436,0.006939050181088038
family,GPT,Game-Environment,37,2023,2026,0.0018621885179113235,0.005937714257087179,0.004075525739175856,0.000846737121332331,-1.7126637251790748,0.4217072364859739,0.0020365612551219827,0.0010995124231854463,0.009048248102838559
family,GPT,Visual,37,2023,2026,0.0011944961657209053,0.0014024129232178633,0.000207916757496958,0.00013622752451513876,-0.2746499018732332,0.3344626722296589,0.0012201047928025231,0.0007641806470541005,0.002288159974656188
family,Gemini,Format-Familiarity,19,2023,2026,0.003691498778605688,0.008394114488387245,0.004702615709781557,0.0010273884872887729,-2.0757905627052486,0.4818385959051209,0.004760586078329023,0.0032061633892522066,0.008394114488387245
family,Gemini,Search-Load,19,2023,2026,0.003745535997314406,0.009718997869623557,0.005973461872309151,0.003507018666808179,-7.095827020748345,0.6831195418902605,0.0061911606003587916,0.0032807268020582365,0.016965970495983362
family,Gemini,Logical-Control,19,2023,2026,0.0037733762599622693,0.009704768415607901,0.005931392155645632,0.0034786813547521386,-7.038429318016299,0.6819268008333523,0.006203338887587688,0.0032934248948476774,0.016907291672354826
family,Gemini,Verbal-Language,19,2023,2026,0.0037733762599622693,0.009704768415607901,0.005931392155645632,0.0034786813547521386,-7.038429318016299,0.6819268008333523,0.006203338887587688,0.0032934248948476774,0.016907291672354826
family,Gemini,Quantitative-Formal,19,2023,2026,0.003791630143035968,0.009946800573662552,0.0061551704306265845,0.0036146813621313906,-7.313733034318778,0.6841391800515566,0.0063114800161591786,0.00333022466926968,0.01740093640517778
family,Gemini,Math,19,2023,2026,0.00365700838446775,0.008390038609209756,0.004733030224742006,0.00096519279332727,-1.949950194145567,0.44605991726931377,0.004649258544470999,0.00316177962388419,0.008390038609209756
family,Gemini,Abstraction-Learning,19,2023,2026,0.0037695391668799176,0.009573768502282816,0.005804229335402898,0.003404427780266915,-6.888106152442344,0.6749556933505557,0.006156550342039715,0.003297838555339562,0.01680498141463272
family,Gemini,Social-Mind,19,2023,2026,0.001813722861250367,0.007206714542139684,0.005392991680889317,0.000909952068423268,-1.8401044341613269,0.3279076416454016,0.002627740395240631,0.001231022350100629,0.007206714542139684
family,Gemini,Commonsense,19,2023,2026,0.0023143827953779937,0.006626316131318285,0.004311933335940292,0.0007559846713056956,-1.5280035577908588,0.32969003247718437,0.0029312305661259837,0.0015504138308152498,0.006626316131318285
family,Gemini,Instruction-Constrained,19,2023,2026,0.003796033999810416,0.009460939038896983,0.005664905039086567,0.001237785295897319,-2.5016080839403254,0.49024148105611853,0.005014923022319525,0.0033281410840755093,0.009460939038896983
family,Gemini,Social-Humanities,19,2023,2026,0.0017781579336958052,0.007112843764049774,0.005334685830353968,0.0010392446861247065,-2.1019864495389387,0.38635803571437816,0.0025745342909742398,0.0011810046716316084,0.007112843764049774
family,Gemini,Science,19,2023,2026,0.003628197169750097,0.009928084927808204,0.006299887758058106,0.0013418359335354874,-2.7122300356652684,0.48789504838421466,0.005104572943840577,0.0033530863084517415,0.009928084927808204
family,Gemini,Safety,19,2023,2026,0.002171553315218115,0.008100856807596788,0.005929303492378673,0.0010589223503204522,-2.1414309631264614,0.34036439476158664,0.00297900417403394,0.0012903508817197636,0.008100856807596788
family,Gemini,Coding,19,2023,2026,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
family,Gemini,Multilingual_v1.1,19,2023,2026,0.0017548501318424051,0.007325218860653462,0.0055703687288110575,0.0010839830923082762,-2.1926808949358003,0.38195147841957877,0.002479257107110612,0.0011375812811286897,0.007325218860653462
family,Gemini,Game-Environment,19,2023,2026,0.0015671721350740417,0.008175771516157702,0.00660859938108366,0.0011097709215403492,-2.2450245004683858,0.3162495918541256,0.002358251299203421,0.0008205813707987555,0.008175771516157702
family,Gemini,Visual,19,2023,2026,0.0010881138944381743,0.0010682143995490098,-1.989949488916446e-05,2.4393586174820253e-05,-0.04825183640542494,0.07846349453165874,0.0011472997216556216,0.0007335332664235887,0.0015388583909463547
family,Llama,Format-Familiarity,25,2023,2025,0.00319256887966362,0.003632436941412592,0.0004398680617489722,0.0003787667878592071,-0.7631239983744925,0.5054417818835467,0.003601555643897218,0.002637152928833866,0.004592511952276891
family,Llama,Search-Load,25,2023,2025,0.00344587364461503,0.0037246658015672833,0.0002787921569522532,0.0002776820208955775,-0.5583679436010485,0.41004347041108724,0.003734933780185485,0.0028932657765232315,0.004655975719848659
family,Llama,Logical-Control,25,2023,2025,0.0034673376305255563,0.0037476563401044965,0.0002803187095789402,0.00027847976046946674,-0.559959528292107,0.4123446118073359,0.003758187919663353,0.0029150907986025335,0.00466675383859673
family,Llama,Verbal-Language,25,2023,2025,0.0034673376305255563,0.0037476563401044965,0.0002803187095789402,0.00027847976046946674,-0.559959528292107,0.4123446118073359,0.003758187919663353,0.0029150907986025335,0.00466675383859673
family,Llama,Quantitative-Formal,25,2023,2025,0.003489149206381042,0.0037734283923600708,0.00028427918597902875,0.00028363459605011514,-0.5703684202339434,0.4090729691990506,0.0037840655857565653,0.002923115360759172,0.0047425244237181115
family,Llama,Math,25,2023,2025,0.0031098773003604115,0.003565834646298713,0.00045595734593830133,0.0003838711228672149,-0.7735352049881119,0.4977375015201468,0.00352289193624418,0.0025676052593480397,0.004619799340033481
family,Llama,Abstraction-Learning,25,2023,2025,0.0034673227916336563,0.003736868863791442,0.00026954607215778567,0.00027427354879567916,-0.5514464586321528,0.4057158289827073,0.003756757155408771,0.0029163998441508244,0.004688800764359529
family,Llama,Social-Mind,25,2023,2025,0.0017028195188813287,0.0017790494318919439,7.622991301061517e-05,7.670041693319951e-05,-0.15343383398823046,0.23883577575018172,0.0018283789395004025,0.0014286870268670326,0.002468002315832142
family,Llama,Commonsense,25,2023,2025,0.00211821273576408,0.002210848875851671,9.263614008759137e-05,8.618005562050257e-05,-0.17220165672861987,0.24748522894430544,0.00224988709450705,0.0018696881212656017,0.0029157185338759394
family,Llama,Instruction-Constrained,25,2023,2025,0.0032051742255021303,0.003727196533644678,0.0005220223081425475,0.00043411342757819764,-0.8750951544188025,0.500635792898631,0.0036668409186536204,0.002600761634722876,0.004970117757788718
family,Llama,Social-Humanities,25,2023,2025,0.0016009113565510088,0.0017096688233002647,0.0001087574667492559,7.678055930228796e-05,-0.15371036885711326,0.2719735057631186,0.0017140737177494946,0.0013765083012195797,0.0021719311118208726
family,Llama,Science,25,2023,2025,0.003127630968521849,0.0036583408751086777,0.0005307099065868289,0.000462324530580366,-0.9322497645193893,0.49828155936438273,0.003619068777807792,0.0024348666772951136,0.005026236818855257
family,Llama,Safety,25,2023,2025,0.0019014431744002382,0.0019236947347708267,2.2251560370588515e-05,6.77095925467804e-05,-0.13502663524331932,0.14597264307762575,0.0020357380212738907,0.0014845968631912539,0.0029894565816446245
family,Llama,Coding,25,2023,2025,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
family,Llama,Multilingual_v1.1,25,2023,2025,0.0014694840963440238,0.0015941311676437,0.00012464707129967631,0.0001300493957479178,-0.2616168053481803,0.40866845234053295,0.0016380475077240003,0.0012328190149183597,0.0021349794250505234
family,Llama,Game-Environment,25,2023,2025,0.0014083878414071199,0.0012852719510365697,-0.0001231158903705501,2.2600126491211006e-05,-0.04427457436116457,0.04609652329831147,0.0014741424225797794,0.0009053968243400484,0.002363452456790848
family,Llama,Visual,25,2023,2025,0.001079151039144184,0.0011009442744090458,2.179323526486183e-05,-3.946774801275231e-05,0.08093985387807726,-0.16222990425109957,0.0010465476777877774,0.0008376695325180302,0.0016161317570202074
family,Others,Format-Familiarity,62,2023,2026,0.003555737927617768,0.004719361757639628,0.0011636238300218602,0.00015253401956246416,-0.30500301501715255,0.17027140772875476,0.0038339184268355113,0.0027150678632332863,0.005863345399292337
family,Others,Search-Load,62,2023,2026,0.003702668349819479,0.005494804478439679,0.0017921361286202002,0.0004430605844886213,-0.8929583543127758,0.3571369917788242,0.004110198891725224,0.002796254617110997,0.007103030173036197
family,Others,Logical-Control,62,2023,2026,0.0037331361414690346,0.005520443441563158,0.0017873073000941237,0.0004368879378095215,-0.8804327914654656,0.3531334674749276,0.004137951236993547,0.0028146232837768523,0.007130108147507303
family,Others,Verbal-Language,62,2023,2026,0.0037331361414690346,0.005520443441563158,0.0017873073000941237,0.0004368879378095215,-0.8804327914654656,0.3531334674749276,0.004137951236993547,0.0028146232837768523,0.007130108147507303
family,Others,Quantitative-Formal,62,2023,2026,0.0037415236056159056,0.005585020262003561,0.0018434966563876552,0.0004612734633822052,-0.929778628896174,0.36244502019870184,0.004165695908758581,0.002831296912284069,0.007251545981865371
family,Others,Math,62,2023,2026,0.0034395542692081827,0.004360887162313466,0.0009213328931052837,0.00015376518715479404,-0.3075931883971016,0.17357570071706507,0.003736500596510294,0.002649652721320482,0.00592308444692838
family,Others,Abstraction-Learning,62,2023,2026,0.003732913513840172,0.005384549052879557,0.0016516355390393854,0.00042283455166942,-0.8519844560791766,0.3458502239517984,0.004132275560944862,0.002820680311040292,0.007012171747837324
family,Others,Social-Mind,62,2023,2026,0.002044490999356895,0.002572400118576749,0.0005279091192198541,-8.959083329275453e-05,0.18336501834645852,-0.18282844230888476,0.0019696922533494836,0.00152603305407867,0.0030360008196823143
family,Others,Commonsense,62,2023,2026,0.0024976968971748294,0.002916452664575339,0.0004187557674005097,-0.00010954046389412437,0.2241975693815794,-0.20337056709053147,0.0024100556575377273,0.0018956386751452195,0.0035678676240326595
family,Others,Instruction-Constrained,62,2023,2026,0.0035100980649151454,0.004742593767759901,0.0012324957028447552,0.00022861175194539466,-0.45898317533825406,0.23430175247774299,0.003888993261226342,0.002738921946845729,0.006418017066760449
family,Others,Social-Humanities,62,2023,2026,0.001907746926875853,0.0024642942276609896,0.0005565473007851365,-5.897178407525992e-05,0.12125693518186864,-0.13987990537058223,0.0018562598061960288,0.0014615206145008174,0.00266046253594917
family,Others,Science,62,2023,2026,0.0034290819946225,0.004979554275308147,0.0015504722806856468,0.0002707117796967301,-0.544256965667887,0.254805999550354,0.0038554890390788622,0.0026403731979527476,0.0066711940393571305
family,Others,Safety,62,2023,2026,0.0022029691116304657,0.0022517979839689426,4.8828872338476954e-05,-8.479262127595165e-05,0.17385933714744575,-0.1742823305359087,0.002178991945380849,0.0014540813324967045,0.0032761501945972873
family,Others,Coding,62,2023,2026,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
family,Others,Multilingual_v1.1,62,2023,2026,0.0017445751089339382,0.0022224462028159475,0.0004778710938820093,-3.191185682306936e-05,0.06633360739338386,-0.07806661403702446,0.0017213980645370546,0.001255297996945866,0.002415156569795249
family,Others,Game-Environment,62,2023,2026,0.0016591646937114172,0.00138509213562949,-0.00027407255808192723,-0.00012982652051475235,0.2644139428063588,-0.3026452395434578,0.0015530768140367512,0.000854628149231722,0.00249652881635462
family,Others,Visual,62,2023,2026,0.0012298496390593364,0.0013181373759372217,8.828773687788536e-05,-7.012193045625974e-05,0.14314307760304468,-0.2359739598020803,0.001166605525513115,0.0008908665677846941,0.0019128012756567728
family,Qwen,Format-Familiarity,83,2024,2026,0.003470148719718558,0.005196234987973039,0.0017260862682544815,0.0002936712232951597,-0.591088511333821,0.36621951016276705,0.0035950751793854454,0.0026842152065349695,0.005213838430147944
family,Qwen,Search-Load,83,2024,2026,0.0035625403947337846,0.007406438439165698,0.0038438980444319136,0.0008554475800480319,-1.7282331733545364,0.5648969353540633,0.004046310038046109,0.0027548194302635574,0.008791982064208212
family,Qwen,Logical-Control,83,2024,2026,0.003590035204202498,0.007398067646301972,0.0038080324420994745,0.0008486447506640499,-1.7144339192040714,0.5649995177951241,0.004069849526683541,0.002785954963563318,0.008768693246865888
family,Qwen,Verbal-Language,83,2024,2026,0.003590035204202498,0.007398067646301972,0.0038080324420994745,0.0008486447506640499,-1.7144339192040714,0.5649995177951241,0.004069849526683541,0.002785954963563318,0.008768693246865888
family,Qwen,Quantitative-Formal,83,2024,2026,0.0036071447213894205,0.007574334034625528,0.003967189313236108,0.0008811948712720429,-1.7803119045970426,0.564814006511747,0.004105787355068133,0.0027792329454457854,0.009002001008647066
family,Qwen,Math,83,2024,2026,0.0033962062442904222,0.0051324226361136056,0.0017362163918231833,0.00021483139550846172,-0.4315601867354708,0.28895121100090615,0.0034729205029764188,0.0025962476930592375,0.0051324226361136056
family,Qwen,Abstraction-Learning,83,2024,2026,0.0035905246197262515,0.0073122921606492,0.0037217675409229488,0.0007636934824983305,-1.5424560497314852,0.5311379675527944,0.004021586289426339,0.002789018341460217,0.008745432598124013
family,Qwen,Social-Mind,83,2024,2026,0.0017422722535656672,0.002312071457552869,0.0005697992039872019,8.780689843568309e-05,-0.17602495906389076,0.3497762633340332,0.0017838187129188361,0.0013700085997182102,0.002312071457552869
family,Qwen,Commonsense,83,2024,2026,0.002161587589572253,0.002690413919812416,0.0005288263302401629,8.952320399508058e-05,-0.17908355876966436,0.3237440015521092,0.0022007340207127256,0.0017499175671255277,0.002690413919812416
family,Qwen,Instruction-Constrained,83,2024,2026,0.003521541482671161,0.005696767988793678,0.0021752265061225173,0.0003578313494172181,-0.7209323126973932,0.3715704561761468,0.0036753892442324583,0.0026190357547075825,0.005696767988793678
family,Qwen,Social-Humanities,83,2024,2026,0.0016407014464388616,0.0024217757353711677,0.0007810742889323061,0.00024195069180764969,-0.48817979779482196,0.4564318322219591,0.001769825287284402,0.0012950085297237313,0.0034894718509356423
family,Qwen,Science,83,2024,2026,0.0034734658768449654,0.00573811321802149,0.002264647341176525,0.00036911849943505395,-0.7438303319169026,0.35884637494545335,0.003633824187318772,0.0024902600525522406,0.00573811321802149
family,Qwen,Safety,83,2024,2026,0.0019852159503263404,0.0035521725751308532,0.0015669566248045128,0.00013004662495827023,-0.2612995085391226,0.2893297951749649,0.00204462329770172,0.0015171113733033544,0.0035521725751308532
family,Qwen,Coding,83,2024,2026,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
